ECG,EDA,EMG,TEMP
106533,2373,826,27.00
106515,2373,822,27.00
106546,2371,819,27.00
106682,2369,819,27.00
106780,2371,821,27.00
106875,2371,820,27.00
106929,2373,823,27.00
106992,2368,823,27.00
107080,2373,823,27.00
107152,2373,822,27.00
107254,2369,825,27.00
107379,2368,825,27.00
107458,2369,827,27.00
107542,2368,826,27.00
107639,2369,816,27.00
107775,2368,823,27.00
107895,2370,824,27.00
108019,2368,822,27.00
108129,2369,826,27.00
108250,2369,823,27.00
108363,2374,825,27.00
108420,2369,823,27.00
108498,2370,823,27.00
108575,2367,823,27.00
108647,2367,823,27.00
108697,2367,824,27.00
108774,2364,823,27.00
108880,2357,822,27.00
108979,2368,823,27.00
109079,2368,822,27.00
109119,2370,825,27.00
109159,2370,823,27.00
109192,2370,825,27.00
109263,2374,823,27.00
109371,2367,821,27.00
109469,2369,826,27.00
109501,2364,821,27.00
109489,2366,823,27.00
109452,2389,822,27.00
109446,2369,822,27.00
109464,2369,819,27.00
109509,2368,818,27.00
109544,2372,817,27.00
109554,2373,823,27.00
109552,2373,820,27.00
109537,2372,821,27.00
109508,2370,822,27.00
109483,2371,823,27.00
109495,2371,822,27.00
109495,2372,823,27.00
109475,2373,826,27.00
109460,2373,822,27.00
109455,2373,827,27.00
109425,2370,823,27.00
109427,2373,820,27.00
108789,2374,822,27.00
108729,2375,823,27.00
108698,2368,821,27.00
108704,2373,823,27.00
108719,2378,820,27.00
108761,2377,821,27.00
108744,2373,821,27.00
108717,2374,823,27.00
108678,2375,830,27.00
108697,2375,826,27.00
108700,2372,823,27.00
108666,2371,825,27.00
108641,2375,822,27.00
108581,2377,825,27.00
108561,2371,823,27.00
108543,2375,822,27.00
108575,2375,825,27.00
108569,2376,825,27.00
108546,2375,823,27.00
108484,2371,823,27.00
108481,2373,821,27.00
108492,2379,822,27.00
108445,2369,823,27.00
108350,2368,823,27.00
108234,2371,823,27.00
108116,2403,822,27.00
108002,2370,823,27.00
107907,2375,823,27.00
107833,2371,822,27.00
107734,2379,823,27.00
107825,2373,822,27.00
108000,2375,822,27.00
108242,2375,826,27.00
108546,2378,823,27.00
108738,2374,823,27.00
108894,2370,823,27.00
108966,2370,826,27.00
109054,2397,822,27.00
109205,2376,827,27.00
109272,2377,821,27.00
109280,2370,819,27.00
109239,2370,820,27.00
109195,2375,821,27.00
109389,2379,822,27.00
109644,2375,821,27.00
109777,2373,821,27.00
109954,2375,823,27.00
110091,2379,825,27.00
110175,2374,823,27.00
110339,2375,826,27.00
110642,2372,823,27.00
110805,2373,825,27.00
110862,2375,823,27.00
111233,2373,822,27.00
112018,2371,824,27.00
113026,2373,822,27.00
113905,2374,821,27.00
114617,2377,827,27.00
115194,2375,826,27.00
115906,2373,826,27.00
116477,2372,823,27.00
116956,2377,820,27.00
117450,2369,826,27.00
117891,2369,822,27.00
118215,2368,827,27.00
118376,2370,824,27.00
118512,2366,823,27.00
118792,2369,826,27.00
119270,2368,826,27.00
119630,2365,826,27.00
119912,2368,824,27.00
119639,2370,826,27.00
118231,2370,821,27.00
115812,2374,822,27.00
112970,2379,822,27.00
111699,2384,823,27.00
113675,2389,822,27.00
116685,2387,819,27.00
118914,2383,818,27.00
120213,2383,826,27.00
120589,2381,827,27.00
120242,2377,826,27.00
119964,2377,823,27.00
119683,2377,823,27.00
119221,2368,823,27.00
118317,2368,826,27.00
117590,2368,823,27.00
117425,2369,825,27.00
117142,2375,823,27.00
117523,2369,820,27.00
118129,2367,818,27.00
118581,2377,829,27.00
118869,2371,821,27.00
118899,2371,825,27.00
118697,2368,822,27.00
118454,2367,823,27.00
118440,2366,822,27.00
118544,2365,826,27.00
118650,2367,821,27.00
118687,2365,824,27.00
118600,2362,826,27.00
118527,2366,825,27.00
118602,2366,826,27.00
118737,2363,823,27.00
118724,2367,823,27.00
118498,2365,821,27.00
118154,2369,821,27.00
117729,2368,822,27.00
117461,2368,825,27.00
117268,2368,822,27.00
117079,2369,825,27.00
116930,2368,823,27.00
116962,2369,825,27.00
117036,2368,823,27.00
116970,2372,823,27.00
116737,2371,823,27.00
116451,2382,825,27.00
116258,2371,823,27.00
116297,2369,820,27.00
116327,2370,822,27.00
116305,2369,823,27.00
116179,2375,822,27.00
116037,2370,821,27.00
115957,2374,820,27.00
115773,2371,821,27.00
115339,2374,821,27.00
114817,2374,832,27.00
114554,2376,822,27.00
114891,2383,823,27.00
115578,2375,823,27.00
116228,2379,820,27.00
116605,2373,826,27.00
116449,2371,823,27.00
115871,2370,823,27.00
115296,2375,823,27.00
114915,2374,821,27.00
114871,2373,821,27.00
115037,2377,819,27.00
115188,2382,821,27.00
115138,2378,823,27.00
114962,2375,822,27.00
114723,2379,822,27.00
114483,2374,823,27.00
114357,2379,821,27.00
114376,2375,822,27.00
114597,2378,821,27.00
114826,2378,826,27.00
114853,2377,830,27.00
114606,2379,823,27.00
114146,2381,823,27.00
113722,2384,832,27.00
113455,2383,823,27.00
113401,2379,823,27.00
113501,2375,823,27.00
113722,2378,821,27.00
113988,2378,823,27.00
114154,2375,818,27.00
114262,2381,823,27.00
114344,2375,823,27.00
114391,2377,823,27.00
114555,2377,822,27.00
114799,2378,826,27.00
114956,2378,827,27.00
115004,2373,822,27.00
114966,2375,826,27.00
114959,2373,822,27.00
114982,2373,819,27.00
115149,2369,816,27.00
115461,2371,820,27.00
115720,2374,819,27.00
115866,2375,823,27.00
115922,2366,821,27.00
115921,2374,821,27.00
115844,2369,820,27.00
115792,2368,826,27.00
115789,2370,823,27.00
115816,2369,825,27.00
115805,2371,823,27.00
115759,2369,825,27.00
115591,2370,823,27.00
115454,2369,828,27.00
115358,2370,823,27.00
115317,2367,823,27.00
115295,2368,822,27.00
115201,2368,823,27.00
115089,2371,819,27.00
115033,2368,819,27.00
115046,2366,819,27.00
115083,2368,818,27.00
115163,2371,821,27.00
115240,2364,821,27.00
115267,2363,820,27.00
115198,2362,820,27.00
115118,2367,829,27.00
115026,2368,820,27.00
114903,2366,821,27.00
114811,2368,821,27.00
114751,2368,823,27.00
114729,2365,821,27.00
114710,2365,820,27.00
114665,2370,823,27.00
114549,2365,825,27.00
114521,2366,822,27.00
114574,2367,825,27.00
114649,2365,825,27.00
114713,2362,823,27.00
114814,2359,827,27.00
115036,2365,826,27.00
115201,2362,823,27.00
115296,2358,818,27.00
115331,2355,819,27.00
115308,2359,819,27.00
115374,2361,821,27.00
115536,2365,821,27.00
115646,2361,824,27.00
115677,2359,823,27.00
115668,2355,826,27.00
115678,2363,830,27.00
115680,2358,823,27.00
115734,2359,827,27.00
115794,2357,823,27.00
115805,2359,823,27.00
115773,2355,823,27.00
115693,2357,822,27.00
115680,2355,822,27.00
115670,2356,823,27.00
115638,2362,827,27.00
115532,2359,825,27.00
115494,2357,827,27.00
115499,2353,824,27.00
115500,2354,822,27.00
115534,2352,819,27.00
115516,2352,825,27.00
115417,2355,821,27.00
115252,2358,826,27.00
115138,2354,821,27.00
115031,2358,826,27.00
115021,2354,823,27.00
115056,2357,823,27.00
115155,2353,823,27.00
115251,2355,823,27.00
115420,2358,820,27.00
115613,2359,823,27.00
115764,2357,823,27.00
115817,2354,827,27.00
115827,2352,823,27.00
115827,2382,827,27.00
115820,2352,821,27.00
115860,2353,820,27.00
115944,2352,819,27.00
116006,2352,819,27.00
116034,2349,819,27.00
116109,2352,819,27.00
116168,2352,822,27.00
116253,2349,820,27.00
116344,2349,823,27.00
116407,2347,822,27.00
116432,2343,821,27.00
116491,2347,824,27.00
116565,2349,823,27.00
116682,2337,821,27.00
116834,2331,823,27.00
116913,2338,823,27.00
116981,2334,821,27.00
116995,2331,821,27.00
117015,2332,819,27.00
116999,2330,821,27.00
116999,2332,821,27.00
116954,2334,818,27.00
116882,2335,823,27.00
116845,2334,819,27.00
116825,2334,822,27.00
116840,2335,822,27.00
116864,2331,821,27.00
116895,2334,824,27.00
116941,2333,825,27.00
116960,2329,821,27.00
116959,2334,827,27.00
116927,2335,823,27.00
116910,2336,822,27.00
116910,2331,826,27.00
116925,2333,821,27.00
116952,2334,823,27.00
116952,2335,828,27.00
116948,2331,823,27.00
116915,2329,819,27.00
116868,2333,823,27.00
116857,2335,825,27.00
116852,2331,824,27.00
116830,2336,831,27.00
116805,2336,823,27.00
116810,2331,826,27.00
116825,2332,822,27.00
116836,2331,823,27.00
116840,2335,822,27.00
116852,2336,827,27.00
116864,2331,823,27.00
116876,2337,823,27.00
116859,2327,823,27.00
116825,2331,819,27.00
116735,2332,821,27.00
116651,2329,821,27.00
116553,2334,819,27.00
116440,2334,819,27.00
116380,2334,820,27.00
116409,2327,823,27.00
116497,2335,823,27.00
116529,2336,826,27.00
116567,2333,826,27.00
116590,2333,821,27.00
116581,2335,825,27.00
116549,2333,826,27.00
116546,2327,820,27.00
116566,2331,823,27.00
116503,2333,822,27.00
116519,2329,822,27.00
116512,2330,825,27.00
116441,2339,821,27.00
116348,2331,823,27.00
116354,2330,823,27.00
116406,2331,825,27.00
116400,2331,825,27.00
116389,2329,823,27.00
116438,2331,825,27.00
116501,2330,822,27.00
116573,2333,825,27.00
116574,2327,826,27.00
116525,2319,825,27.00
116453,2339,823,27.00
116397,2331,821,27.00
116355,2330,819,27.00
116297,2330,821,27.00
116235,2331,826,27.00
116186,2334,823,27.00
116153,2334,821,27.00
116106,2334,825,27.00
116086,2333,821,27.00
116123,2335,822,27.00
116168,2322,825,27.00
116237,2335,821,27.00
116270,2333,820,27.00
116283,2331,817,27.00
116269,2331,819,27.00
116247,2330,821,27.00
116234,2329,822,27.00
116242,2334,821,27.00
116262,2335,819,27.00
116269,2332,827,27.00
116281,2335,822,27.00
116275,2331,823,27.00
116160,2333,825,27.00
116005,2335,823,27.00
115835,2336,822,27.00
115735,2321,826,27.00
115710,2334,821,27.00
115621,2333,822,27.00
115488,2329,822,27.00
115520,2331,824,27.00
115490,2334,819,27.00
115369,2333,819,27.00
115184,2333,819,27.00
114905,2338,818,27.00
114614,2342,821,27.00
114379,2342,823,27.00
114309,2343,822,27.00
114387,2342,821,27.00
114509,2342,824,27.00
114689,2343,823,27.00
114866,2341,818,27.00
115002,2342,818,27.00
115036,2346,819,27.00
115059,2345,822,27.00
115084,2347,823,27.00
115123,2340,822,27.00
115112,2341,824,27.00
115100,2349,825,27.00
115067,2345,823,27.00
115060,2343,823,27.00
114950,2343,824,27.00
114855,2346,825,27.00
114786,2343,823,27.00
114755,2347,825,27.00
114753,2343,824,27.00
114758,2339,825,27.00
114756,2347,821,27.00
114718,2347,825,27.00
114612,2346,821,27.00
114478,2339,821,27.00
114441,2346,821,27.00
114442,2351,821,27.00
114487,2337,822,27.00
114556,2342,822,27.00
114578,2341,826,27.00
114572,2343,824,27.00
114518,2350,821,27.00
114463,2348,818,27.00
114441,2343,829,27.00
114415,2352,821,27.00
114387,2352,822,27.00
114376,2346,822,27.00
114347,2349,826,27.00
114337,2352,825,27.00
114275,2352,821,27.00
114254,2351,825,27.00
114226,2352,828,27.00
114210,2352,826,27.00
114175,2353,821,27.00
114163,2352,825,27.00
114124,2348,823,27.00
114100,2346,826,27.00
114056,2347,823,27.00
114021,2350,819,27.00
114008,2347,819,27.00
114032,2351,821,27.00
114038,2351,819,27.00
114043,2352,824,27.00
114036,2352,823,27.00
114068,2353,819,27.00
114105,2346,821,27.00
114177,2349,821,27.00
114247,2352,819,27.00
114267,2343,819,27.00
114266,2352,821,27.00
114296,2352,819,27.00
114334,2352,819,27.00
114396,2352,821,27.00
114435,2351,827,27.00
114451,2351,828,27.00
114410,2355,826,27.00
114387,2352,826,27.00
114417,2355,825,27.00
114439,2355,823,27.00
114372,2353,823,27.00
114270,2350,825,27.00
114152,2350,822,27.00
114102,2349,819,27.00
114060,2351,818,27.00
113978,2351,819,27.00
113856,2353,818,27.00
113771,2353,821,27.00
113718,2353,824,27.00
113667,2352,823,27.00
113622,2351,823,27.00
113535,2351,821,27.00
113484,2343,822,27.00
113428,2351,817,27.00
113395,2352,821,27.00
113363,2352,821,27.00
113390,2352,821,27.00
113438,2354,823,27.00
113477,2352,825,27.00
113517,2355,823,27.00
113565,2352,825,27.00
113608,2352,824,27.00
113660,2351,823,27.00
113712,2352,822,27.00
113772,2352,822,27.00
113806,2352,825,27.00
113832,2347,823,27.00
113843,2352,822,27.00
113832,2349,822,27.00
113880,2351,822,27.00
113914,2349,818,27.00
113902,2352,819,27.00
113885,2353,821,27.00
113869,2351,822,27.00
113907,2352,823,27.00
113912,2342,823,27.00
113948,2347,826,27.00
113937,2352,821,27.00
113893,2350,818,27.00
113899,2350,819,27.00
113914,2352,820,27.00
113894,2352,821,27.00
113866,2350,823,27.00
113875,2352,823,27.00
113889,2351,825,27.00
113895,2353,823,27.00
113893,2352,823,27.00
113876,2352,822,27.00
113866,2351,826,27.00
113893,2348,825,27.00
113917,2347,822,27.00
113924,2345,826,27.00
113931,2351,821,27.00
113982,2347,816,27.00
113998,2351,821,27.00
114018,2355,819,27.00
113979,2349,822,27.00
113953,2347,821,27.00
113958,2352,825,27.00
113929,2352,822,27.00
113899,2349,823,27.00
113825,2352,823,27.00
113761,2347,816,27.00
113741,2350,819,27.00
113756,2351,823,27.00
113780,2352,821,27.00
113778,2348,825,27.00
113763,2349,821,27.00
113717,2350,823,27.00
113722,2350,822,27.00
113739,2351,826,27.00
113743,2351,823,27.00
113733,2347,824,27.00
113740,2352,825,27.00
113743,2353,826,27.00
113782,2352,827,27.00
113794,2343,822,27.00
113819,2373,826,27.00
113845,2352,823,27.00
113868,2350,821,27.00
113870,2350,817,27.00
113889,2352,830,27.00
113918,2352,822,27.00
113923,2342,822,27.00
113909,2346,821,27.00
113907,2349,823,27.00
113919,2352,822,27.00
113874,2351,826,27.00
113847,2349,818,27.00
113840,2346,817,27.00
113809,2350,821,27.00
113755,2352,818,27.00
113707,2349,823,27.00
113641,2345,825,27.00
113607,2352,823,27.00
113586,2352,822,27.00
113562,2351,823,27.00
113504,2352,822,27.00
113433,2352,826,27.00
113373,2350,825,27.00
113310,2352,825,27.00
113269,2352,822,27.00
113208,2347,822,27.00
113135,2343,823,27.00
113045,2351,823,27.00
113014,2349,820,27.00
112959,2351,819,27.00
112972,2352,818,27.00
112937,2352,822,27.00
112893,2351,825,27.00
112867,2350,823,27.00
112839,2353,826,27.00
112813,2352,823,27.00
112771,2351,820,27.00
112795,2350,822,27.00
112807,2350,821,27.00
112770,2352,821,27.00
112707,2352,821,27.00
112656,2352,827,27.00
112596,2352,825,27.00
112602,2350,823,27.00
112592,2352,827,27.00
112591,2350,827,27.00
112592,2352,823,27.00
112613,2352,825,27.00
112656,2352,825,27.00
112724,2352,822,27.00
112810,2349,823,27.00
112885,2347,822,27.00
112967,2352,820,27.00
113054,2351,819,27.00
113179,2355,819,27.00
113284,2352,821,27.00
113377,2350,826,27.00
113408,2352,823,27.00
113407,2352,825,27.00
113389,2351,823,27.00
113334,2352,823,27.00
113293,2352,826,27.00
113230,2348,821,27.00
113218,2351,819,27.00
113132,2352,822,27.00
111779,2349,823,27.00
111743,2352,826,27.00
111713,2352,825,27.00
111684,2352,826,27.00
111668,2351,823,27.00
111665,2349,823,27.00
111643,2350,823,27.00
111485,2347,823,27.00
111503,2349,825,27.00
111867,2347,819,27.00
112444,2354,823,27.00
113023,2352,819,27.00
113365,2352,818,27.00
113439,2352,823,27.00
113305,2349,823,27.00
113183,2352,824,27.00
113166,2349,821,27.00
113266,2350,825,27.00
113443,2349,823,27.00
113575,2348,822,27.00
113606,2350,826,27.00
113542,2347,823,27.00
113400,2347,826,27.00
113272,2345,825,27.00
113218,2357,825,27.00
113330,2352,826,27.00
113556,2347,825,27.00
113646,2349,823,27.00
113554,2352,824,27.00
113360,2352,823,27.00
113188,2345,825,27.00
113037,2344,824,27.00
112992,2339,823,27.00
112994,2345,823,27.00
113044,2343,819,27.00
113078,2344,822,27.00
113010,2349,822,27.00
112895,2351,823,27.00
112877,2351,822,27.00
112850,2349,825,27.00
112818,2351,821,27.00
112739,2350,826,27.00
112598,2350,827,27.00
112365,2350,822,27.00
112102,2348,823,27.00
111947,2351,827,27.00
111937,2350,823,27.00
112110,2350,822,27.00
112164,2347,822,27.00
112293,2345,823,27.00
112366,2349,819,27.00
112365,2352,825,27.00
112336,2352,823,27.00
112328,2351,825,27.00
112410,2351,825,27.00
112519,2343,822,27.00
112583,2351,825,27.00
112655,2346,819,27.00
112657,2345,819,27.00
112549,2338,818,27.00
112333,2350,819,27.00
111986,2349,821,27.00
111557,2347,820,27.00
111324,2350,822,27.00
111539,2346,823,27.00
111929,2350,823,27.00
112201,2349,829,27.00
112319,2351,827,27.00
112341,2352,823,27.00
112168,2352,828,27.00
111997,2351,824,27.00
111862,2349,825,27.00
111570,2353,823,27.00
111174,2351,826,27.00
110713,2351,823,27.00
110234,2351,820,27.00
109776,2351,826,27.00
109514,2355,824,27.00
109352,2355,823,27.00
109262,2352,825,27.00
109096,2352,822,27.00
108838,2352,823,27.00
108517,2354,825,27.00
108145,2355,826,27.00
107791,2354,822,27.00
107560,2353,823,27.00
107397,2355,825,27.00
107291,2352,823,27.00
107187,2352,827,27.00
107117,2351,825,27.00
107160,2352,822,27.00
107272,2351,821,27.00
107438,2352,821,27.00
107474,2352,817,27.00
107345,2347,831,27.00
107216,2350,821,27.00
107102,2353,820,27.00
106971,2349,821,27.00
106967,2347,823,27.00
107152,2349,825,27.00
107397,2350,823,27.00
107584,2349,825,27.00
107667,2350,825,27.00
107712,2343,819,27.00
107738,2345,817,27.00
107712,2340,821,27.00
107714,2347,829,27.00
107677,2351,821,27.00
107657,2350,822,27.00
107678,2352,826,27.00
107694,2351,822,27.00
107684,2352,823,27.00
107586,2352,827,27.00
107425,2351,821,27.00
107312,2351,825,27.00
107191,2352,829,27.00
107108,2352,825,27.00
107065,2350,822,27.00
107048,2351,826,27.00
106944,2353,823,27.00
106802,2352,825,27.00
106742,2352,822,27.00
106757,2352,825,27.00
106791,2352,821,27.00
106760,2352,826,27.00
106769,2349,826,27.00
106791,2367,823,27.00
106748,2345,822,27.00
106694,2352,819,27.00
106748,2352,822,27.00
106813,2351,823,27.00
106791,2352,822,27.00
106801,2349,823,27.00
106814,2352,825,27.00
106762,2352,825,27.00
106812,2353,823,27.00
106947,2351,822,27.00
107064,2352,822,27.00
107099,2354,822,27.00
107146,2341,823,27.00
107176,2351,823,27.00
107149,2345,825,27.00
107244,2350,819,27.00
107586,2350,819,27.00
108151,2345,818,27.00
108838,2347,818,27.00
109734,2347,821,27.00
110663,2349,826,27.00
111586,2347,821,27.00
112398,2343,821,27.00
113093,2340,825,27.00
113819,2339,822,27.00
114834,2339,825,27.00
116381,2334,823,27.00
118678,2340,823,27.00
120323,2329,821,27.00
121381,2330,821,27.00
121995,2330,823,27.00
122336,2331,823,27.00
122529,2334,825,27.00
122600,2337,823,27.00
122616,2341,825,27.00
122668,2336,825,27.00
122792,2339,826,27.00
122955,2342,824,27.00
123130,2343,821,27.00
123265,2346,829,27.00
123328,2341,823,27.00
123383,2349,827,27.00
123442,2342,825,27.00
123527,2346,823,27.00
123644,2341,825,27.00
123767,2346,825,27.00
123857,2343,822,27.00
123898,2340,821,27.00
123475,2347,819,27.00
122239,2353,821,27.00
120195,2367,823,27.00
118377,2378,819,27.00
117627,2381,823,27.00
117802,2382,819,27.00
118321,2384,823,27.00
118865,2382,822,27.00
119554,2374,822,27.00
120311,2378,823,27.00
120810,2370,826,27.00
121104,2371,821,27.00
121320,2369,819,27.00
121415,2369,822,27.00
121490,2367,822,27.00
121532,2370,823,27.00
121522,2368,823,27.00
121427,2369,825,27.00
121230,2368,821,27.00
121041,2369,826,27.00
120797,2371,822,27.00
120451,2373,824,27.00
119980,2375,825,27.00
119602,2375,823,27.00
119462,2378,823,27.00
119607,2377,823,27.00
119816,2368,824,27.00
120093,2369,821,27.00
120379,2390,825,27.00
120440,2370,826,27.00
120297,2381,822,27.00
120186,2368,818,27.00
120386,2371,825,27.00
120685,2368,822,27.00
120806,2368,825,27.00
120794,2368,823,27.00
120725,2366,822,27.00
120554,2375,825,27.00
120300,2366,825,27.00
119977,2361,817,27.00
119642,2363,818,27.00
119330,2364,822,27.00
119097,2365,822,27.00
118957,2366,822,27.00
118798,2362,825,27.00
118622,2363,821,27.00
118455,2365,823,27.00
118315,2363,826,27.00
118199,2362,823,27.00
118067,2361,825,27.00
117869,2366,823,27.00
117681,2362,825,27.00
117514,2368,823,27.00
117359,2367,823,27.00
117246,2366,827,27.00
117160,2362,825,27.00
117126,2366,823,27.00
117099,2368,819,27.00
117158,2368,827,27.00
117275,2368,825,27.00
117338,2368,825,27.00
117342,2365,826,27.00
117357,2364,822,27.00
117345,2359,826,27.00
117316,2365,822,27.00
117221,2364,816,27.00
117070,2362,817,27.00
116898,2365,818,27.00
116719,2367,818,27.00
116546,2367,824,27.00
116371,2368,825,27.00
116267,2371,826,27.00
116258,2368,825,27.00
116268,2369,826,27.00
116221,2367,823,27.00
116173,2366,826,27.00
116100,2365,826,27.00
116069,2368,825,27.00
116037,2365,821,27.00
115984,2356,826,27.00
115856,2358,826,27.00
115756,2362,828,27.00
115708,2357,826,27.00
115694,2355,825,27.00
115716,2357,823,27.00
115680,2362,825,27.00
115615,2358,823,27.00
115514,2355,823,27.00
115363,2351,827,27.00
115213,2353,824,27.00
115073,2356,826,27.00
114849,2352,823,27.00
114614,2350,819,27.00
114297,2348,823,27.00
113864,2352,823,27.00
113366,2352,825,27.00
112847,2356,821,27.00
112561,2355,820,27.00
112675,2353,824,27.00
112779,2352,832,27.00
112781,2353,817,27.00
112837,2354,819,27.00
112905,2354,821,27.00
113188,2355,821,27.00
113244,2353,829,27.00
112367,2354,826,27.00
112042,2358,824,27.00
111958,2357,821,27.00
111799,2354,824,27.00
111823,2353,821,27.00
112169,2357,821,27.00
112285,2353,823,27.00
112561,2354,822,27.00
112809,2352,824,27.00
112170,2353,822,27.00
111251,2352,823,27.00
110489,2352,822,27.00
110002,2351,825,27.00
109874,2352,823,27.00
110214,2352,825,27.00
110988,2352,823,27.00
111579,2352,825,27.00
111945,2349,821,27.00
112260,2351,824,27.00
112563,2352,825,27.00
112924,2350,825,27.00
113223,2348,821,27.00
113417,2350,823,27.00
113516,2349,822,27.00
113614,2350,819,27.00
113711,2349,818,27.00
113763,2351,819,27.00
113923,2351,822,27.00
114084,2346,823,27.00
114304,2345,825,27.00
114696,2341,822,27.00
115103,2343,822,27.00
115299,2351,818,27.00
115308,2347,819,27.00
115233,2342,821,27.00
115188,2351,821,27.00
115233,2348,823,27.00
115364,2351,823,27.00
115495,2351,823,27.00
115534,2347,823,27.00
115452,2347,826,27.00
115324,2350,822,27.00
115218,2349,823,27.00
115219,2348,822,27.00
115318,2348,821,27.00
115519,2352,822,27.00
115746,2351,825,27.00
115980,2347,825,27.00
116208,2339,823,27.00
116308,2342,826,27.00
116353,2343,822,27.00
116416,2346,820,27.00
116522,2345,819,27.00
116609,2343,817,27.00
116645,2346,830,27.00
116620,2347,818,27.00
116564,2350,822,27.00
116580,2349,825,27.00
116546,2350,822,27.00
116446,2339,821,27.00
116269,2347,825,27.00
116091,2343,825,27.00
115948,2349,822,27.00
115894,2342,817,27.00
115801,2346,822,27.00
115650,2349,818,27.00
115549,2352,820,27.00
115478,2351,822,27.00
115376,2351,825,27.00
115408,2350,826,27.00
115754,2348,823,27.00
116316,2347,823,27.00
116958,2352,825,27.00
117126,2347,826,27.00
117187,2351,823,27.00
117277,2351,826,27.00
117183,2352,823,27.00
117051,2352,821,27.00
117055,2342,822,27.00
117144,2346,821,27.00
117186,2342,822,27.00
117184,2345,822,27.00
117210,2343,825,27.00
117313,2347,827,27.00
117350,2345,825,27.00
117259,2342,827,27.00
117065,2348,827,27.00
116873,2341,822,27.00
116631,2349,823,27.00
116338,2341,823,27.00
116001,2342,826,27.00
115663,2338,833,27.00
115370,2343,823,27.00
115150,2343,820,27.00
114931,2343,822,27.00
114728,2345,817,27.00
114540,2347,819,27.00
114352,2349,821,27.00
114178,2345,822,27.00
114043,2351,821,27.00
113987,2349,823,27.00
113826,2345,827,27.00
113672,2343,829,27.00
113608,2352,825,27.00
113535,2347,822,27.00
113342,2345,825,27.00
113076,2345,825,27.00
113086,2346,819,27.00
113425,2341,825,27.00
113771,2343,824,27.00
113902,2343,823,27.00
113917,2343,822,27.00
113951,2349,823,27.00
114029,2345,822,27.00
114049,2343,822,27.00
114081,2346,823,27.00
114051,2341,823,27.00
114034,2343,823,27.00
113943,2343,826,27.00
113854,2345,826,27.00
113875,2342,822,27.00
114242,2337,825,27.00
114708,2352,823,27.00
115001,2339,821,27.00
115056,2339,823,27.00
115044,2340,819,27.00
115039,2339,819,27.00
114913,2343,821,27.00
114835,2339,821,27.00
114950,2342,823,27.00
115087,2339,821,27.00
115065,2343,821,27.00
114902,2343,830,27.00
114610,2338,825,27.00
114284,2335,823,27.00
114042,2335,818,27.00
113940,2339,821,27.00
113842,2339,821,27.00
113608,2339,817,27.00
113370,2339,820,27.00
113265,2336,822,27.00
113310,2338,821,27.00
113254,2339,822,27.00
113031,2346,827,27.00
112699,2338,822,27.00
112506,2339,824,27.00
112411,2339,826,27.00
112353,2343,824,27.00
112417,2338,823,27.00
112607,2343,825,27.00
112726,2338,823,27.00
112710,2342,824,27.00
112710,2333,825,27.00
112756,2333,826,27.00
112851,2335,821,27.00
112936,2339,819,27.00
112983,2338,819,27.00
112935,2338,817,27.00
112870,2342,817,27.00
112911,2349,819,27.00
113232,2349,825,27.00
113795,2347,823,27.00
114463,2343,825,27.00
115071,2337,821,27.00
115476,2335,825,27.00
115772,2345,821,27.00
116044,2339,821,27.00
116316,2337,823,27.00
116445,2339,819,27.00
116441,2337,818,27.00
116398,2339,818,27.00
116374,2341,820,27.00
116242,2338,823,27.00
116122,2337,822,27.00
115992,2342,826,27.00
115932,2339,823,27.00
115877,2339,823,27.00
115832,2339,823,27.00
115912,2339,821,27.00
116031,2343,823,27.00
116105,2338,822,27.00
116150,2339,825,27.00
116191,2340,823,27.00
116187,2345,821,27.00
116142,2337,822,27.00
116080,2332,823,27.00
116056,2337,823,27.00
116083,2341,825,27.00
116092,2343,822,27.00
116217,2337,825,27.00
116312,2337,821,27.00
116333,2338,823,27.00
116280,2336,821,27.00
116218,2340,824,27.00
116118,2334,823,27.00
115994,2326,822,27.00
115924,2334,823,27.00
115920,2333,822,27.00
115921,2337,819,27.00
115998,2337,821,27.00
116014,2333,819,27.00
115940,2335,819,27.00
115782,2334,827,27.00
115630,2333,820,27.00
115489,2334,821,27.00
115356,2334,822,27.00
115218,2334,823,27.00
115091,2337,819,27.00
114955,2337,821,27.00
114848,2336,826,27.00
114823,2337,825,27.00
114904,2335,827,27.00
115034,2337,829,27.00
115093,2338,822,27.00
115092,2342,822,27.00
115142,2336,822,27.00
115250,2337,822,27.00
115397,2335,825,27.00
115597,2338,823,27.00
115723,2335,822,27.00
115774,2329,823,27.00
115813,2336,822,27.00
115823,2338,823,27.00
115845,2338,819,27.00
115813,2335,823,27.00
115779,2335,825,27.00
115726,2334,821,27.00
115686,2335,822,27.00
115653,2333,823,27.00
115625,2335,821,27.00
115600,2336,822,27.00
115545,2329,818,27.00
115546,2334,816,27.00
115573,2334,818,27.00
115593,2336,826,27.00
115513,2337,821,27.00
115418,2338,823,27.00
115360,2336,823,27.00
115340,2331,821,27.00
115326,2336,825,27.00
115284,2337,823,27.00
115276,2333,817,27.00
115296,2330,818,27.00
115311,2337,818,27.00
115338,2338,824,27.00
115388,2340,823,27.00
115443,2338,823,27.00
115480,2339,825,27.00
115516,2339,825,27.00
115533,2338,826,27.00
115489,2339,823,27.00
115462,2337,823,27.00
115452,2338,825,27.00
115455,2339,823,27.00
115422,2339,824,27.00
115377,2333,822,27.00
